measure_name,datum,county_id,state_id,state_name,first_year,last_year,footnotes,sources
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",850,1111,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",3180,1113,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",4520,1115,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",11930,1117,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",460,1119,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",3940,1121,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",1610,1123,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",10480,1125,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",2860,1127,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",710,1129,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",460,1131,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",890,1133,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 30-44",244980,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>",
"No. of women with potential demand for contraceptive services and supplies, younger than 18",410,1001,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",1300,1003,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",160,1005,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",120,1007,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",370,1009,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",60,1011,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",140,1013,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",790,1015,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",210,1017,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",170,1019,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",280,1021,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",90,1023,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",180,1025,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",90,1027,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",100,1029,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",340,1031,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",340,1033,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",80,1035,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",60,1037,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",230,1039,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",90,1041,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",510,1043,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",320,1045,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",330,1047,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",460,1049,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",540,1051,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",250,1053,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",670,1055,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",100,1057,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",200,1059,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",170,1061,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",60,1063,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",110,1065,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",110,1067,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",700,1069,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",320,1071,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",4560,1073,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",90,1075,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",660,1077,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",190,1079,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",1370,1081,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",610,1083,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",70,1085,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",190,1087,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",2450,1089,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",130,1091,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",180,1093,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",600,1095,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",2940,1097,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",160,1099,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",1590,1101,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",760,1103,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",90,1105,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",130,1107,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",340,1109,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",170,1111,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",380,1113,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",530,1115,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",1530,1117,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",120,1119,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",590,1121,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",260,1123,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",1870,1125,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",400,1127,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",110,1129,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",90,1131,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",150,1133,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 18",33810,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>",
"No. of women with potential demand for contraceptive services and supplies, younger than 20",890,1001,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",2860,1003,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",340,1005,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",270,1007,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",820,1009,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",140,1011,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",300,1013,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1760,1015,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",450,1017,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",370,1019,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",610,1021,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",190,1023,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",400,1025,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",210,1027,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",220,1029,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",770,1031,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",760,1033,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",180,1035,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",140,1037,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",510,1039,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",200,1041,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1160,1043,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",700,1045,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",700,1047,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1050,1049,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1180,1051,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",540,1053,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1470,1055,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",220,1057,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",450,1059,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",370,1061,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",120,1063,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",240,1065,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",230,1067,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1520,1069,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",730,1071,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",9840,1073,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",200,1075,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, younger than 20",1480,1077,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
